track_name,artist_name,genre,popularity,danceability,energy,loudness,tempo,valence,acousticness,duration_ms
Décollage (feat. Lou Lou Ghelichkhani),Thievery Corporation,Electronic,42,0.658,0.702,-7.742,118.91,0.416,0.282,203890
No Goodbyes,LÉON,Dance,63,0.497,0.521,-6.945,147.848,0.18,0.263,195800
Let's Make It Last,Ray LaMontagne,Folk,45,0.518,0.143,-16.185,130.798,0.146,0.876,267200
Somebody to Shove,Soul Asylum,Children’s Music,48,0.434,0.909,-6.381,162.235,0.356,0.00336,194733
"Ouverture-Suite in D Minor, TWV 55:d2: VII. Menuet I",Georg Philipp Telemann,Classical,27,0.446,0.0578,-18.283,116.023,0.376,0.859,92893
I Will Stay with You,Laurent Perez Del Mar,Soundtrack,33,0.23,0.195,-18.803,128.123,0.0717,0.89,180827
Vanya's Orchestra II,Jeff Russo,Soundtrack,47,0.271,0.365,-13.716,62.028,0.322,0.957,72200
Estás Tentándome,Zion & Lennox,Reggaeton,41,0.867,0.777,-6.68,96.01,0.825,0.00935,265009
Waiting For You,Grizfolk,Indie,56,0.588,0.894,-5.564,123.031,0.552,0.000176,237853
Casi Nada,Karol G,Reggaeton,58,0.729,0.83,-3.192,98.054,0.631,0.117,218827
What If I,Meghan Trainor,R&B,48,0.336,0.515,-8.404,185.454,0.27,0.447,198493
Persiana Americana - Me Verás Volver Gira 2007,Soda Stereo,Ska,50,0.555,0.97,-3.623,101.022,0.501,0.000711,317320
Sígueme Y Te Sigo,Daddy Yankee,Reggaeton,67,0.734,0.884,-3.619,100.016,0.667,0.0641,209787
Tsuisou,Kenji Kawai,Anime,0,0.57,0.0639,-22.005,125.937,0.141,0.977,113453
The Movie Song,The Record Company,Blues,33,0.436,0.819,-4.839,131.944,0.518,0.00813,367707
Still Not a Player (feat. Joe),Big Pun,Children’s Music,52,0.902,0.653,-5.425,94.069,0.863,0.19,236120
"Menuet en Sol Mineur, Transcription de Wilhem Kempff d’après Le Menuet de la Suite en Si Bémol Majeur No. 1, HWV 434, 1er Cahier",George Frideric Handel,Classical,47,0.401,0.00611,-32.702,68.54,0.0851,0.995,275640
This Is Living - Live,Hillsong Worship,World,39,0.611,0.85,-6.198,128.025,0.453,0.00241,214653
All Choked Up Again,Ryan Bingham,Country,37,0.702,0.236,-13.777,136.662,0.208,0.604,371440
Beth's Secret - Instrumental,Thomas Newman,Soundtrack,37,0.193,0.0602,-29.255,86.487,0.047,0.425,128200
I'll Be Around,The Growlers,Indie,57,0.475,0.899,-3.347,92.101,0.911,0.000833,287086
"3 Mazurkas, Op. 63: No. 1 In B Major. Vivace",Frédéric Chopin,Classical,53,0.301,0.0235,-28.305,139.729,0.339,0.996,114640
Costa Rica (feat. Ski Mask The Slump God),Ronny J,Rap,72,0.71,0.648,-7.31,160.061,0.41,0.0904,120019
Highway 20 Ride - Greatest Hits Version,Zac Brown Band,Rock,55,0.528,0.398,-7.187,76.111,0.404,0.533,229253
Psalm 16 (Fullness of Joy),Shane & Shane,World,44,0.52,0.5,-10.025,122.936,0.27,0.0495,290993
All Alone in My Big Empty Apartment,Bomb the Music Industry!,Ska,17,0.663,0.37,-7.445,68.066,0.497,0.541,139067
We In Here (feat. Dan Rudd),Sullivan King,Electronic,29,0.791,0.982,-2.623,128.028,0.339,0.000604,217500
Je sais que tu sais,Henri Salvador,Movie,21,0.293,0.151,-13.741,119.003,0.0797,0.774,266533
Bloody Angel,Avatar,Alternative,43,0.428,0.848,-6.988,90.95,0.228,0.00372,364653
Belong to You (feat. 6LACK),Sabrina Claudio,Pop,70,0.605,0.553,-10.845,152.076,0.62,0.274,185617
Like A G6,Far East Movement,Dance,67,0.435,0.837,-8.126,124.913,0.778,0.00676,216893
Useless Service Dog,Lisa Lampanelli,Comedy,11,0.568,0.403,-15.642,68.437,0.284,0.929,193407
Truth Is Light,Joe Goddard,Alternative,56,0.674,0.52,-10.801,122.994,0.687,0.0172,239076
Island Sun,311,Alternative,40,0.623,0.775,-6.983,150.15,0.849,0.0374,180427
Rock Me on the Water,Jackson Browne,Folk,41,0.452,0.494,-10.194,99.914,0.486,0.803,252040
Jeannette,The English Beat,Ska,24,0.576,0.762,-8.949,146.089,0.895,0.0308,167547
"Orff: Carmina Burana: Fortuna Imperatrix Mundi - I. ""O Fortuna""",Carl Orff,Classical,25,0.252,0.047,-17.153,140.662,0.384,0.951,150467
Movin (To The Top),Don Carlos,Reggae,33,0.826,0.369,-8.325,84.622,0.535,0.021,217213
We Own This Sky,Hans Zimmer,Soundtrack,20,0.498,0.494,-9.337,150.08,0.0512,0.254,259800
Forever Young,Audra Mae,Alternative,40,0.563,0.286,-9.816,143.938,0.313,0.852,192947
Sweet Life,Frank Ocean,R&B,61,0.531,0.586,-6.01,83.711,0.785,0.28,262680
SWEET,BROCKHAMPTON,Rap,71,0.718,0.628,-6.007,92.107,0.722,0.543,274274
Movin' and a'Groovin',Sam Cooke,Soul,42,0.658,0.679,-6.919,118.154,0.74,0.639,154733
Thunder Shadow,Random Rab,World,22,0.653,0.659,-12.486,196.16,0.167,0.343,230169
Constant Conversations,Passion Pit,Dance,53,0.56,0.799,-4.466,69.972,0.304,0.174,235600
Spit Shining Shit,The Lawrence Arms,Ska,24,0.373,0.877,-6.557,170.329,0.666,0.00103,173960
SOFA,Crush,R&B,52,0.514,0.543,-5.129,120.006,0.29,0.642,229573
Snakes,Jonny Lang,Blues,19,0.399,0.705,-5.821,177.701,0.466,0.0219,178133
I Ride An Old Paint,Riders In The Sky,Movie,4,0.732,0.359,-11.63,97.623,0.711,0.498,131027
Serious Love,Anya Marina,Folk,44,0.671,0.355,-8.939,119.968,0.256,0.339,253500
Mrs. Cold,Kings of Convenience,Folk,47,0.755,0.366,-13.459,96.317,0.674,0.86,186467
When Your Folks Visit,Dana Gould,Comedy,12,0.555,0.418,-16.39,79.991,0.609,0.688,310533
Joyeux anniversaire,Dorothée,Movie,7,0.433,0.445,-9.81,83.362,0.532,0.342,224333
Muchos Quieren Tumbarnos,Ivy Queen,Reggaeton,23,0.891,0.681,-12.299,105.047,0.794,0.0344,156447
Reelin,Iration,Reggae,54,0.65,0.739,-4.866,146.942,0.86,0.00743,272747
Heart Wants,Magic City Hippies,Rock,52,0.691,0.754,-8.136,144.085,0.924,0.0271,222000
"Lacoste (Remix) (feat. Mozart La Para, Nejo, Nengo Flow & Darell)",EZ El Ezeta,Reggaeton,25,0.818,0.789,-3.943,122.012,0.574,0.596,463770
Ignite - 2016 League Of Legends World Championship,Zedd,Dance,62,0.71,0.738,-4.465,127.971,0.417,0.0776,195467
Do You Want To Know A Secret - Remastered 2009,The Beatles,Rock,61,0.673,0.349,-12.414,124.451,0.609,0.608,117013
Part Of Me,Katy Perry,Dance,70,0.678,0.918,-4.63,130.028,0.769,0.000417,216160
From Creation,Thievery Corporation,Electronic,35,0.68,0.666,-6.387,104.071,0.0879,0.247,260200
Mr Nice,Ganja White Night,Electronic,45,0.868,0.607,-7.284,140.001,0.37,0.0213,385291
It Is Written,Doug Benson,Comedy,15,0.487,0.943,-4.517,98.133,0.36,0.828,162707
Rasta Should Be Deeper,Junior Kelly,Reggae,51,0.746,0.803,-5.817,72.384,0.731,0.0269,209813
C'est Celle-Là que J'aime - Remastered,Henri Salvador,Movie,13,0.281,0.286,-9.089,122.194,0.221,0.347,144947
The Raven Child (feat. Hansi Kürsch & Jorn Lande),Avantasia,Classical,48,0.257,0.915,-3.535,101.96,0.267,0.0337,674854
Millionaire,Kelis,Soul,41,0.686,0.855,-6.6,176.002,0.763,0.0252,224933
When Will I Begin,Tedeschi Trucks Band,Blues,35,0.227,0.461,-8.634,96.759,0.186,0.804,257907
"Madama Butterfly, Act II: Non lo sapete insomma (Butterfly, Sharpless, Goro, Yamadori)",Giacomo Puccini,Opera,18,0.364,0.286,-13.711,124.109,0.312,0.964,118733
Let It Die,Three Days Grace,Alternative,51,0.451,0.884,-3.451,97.48,0.314,0.00177,189307
Rage and Serenity,Henry Jackman,Soundtrack,26,0.0967,0.106,-16.225,61.878,0.0332,0.893,125600
Strange - 2006 Remastered Version,Wire,World,35,0.551,0.563,-10.492,101.955,0.834,0.374,239347
Way Down South,Josh Turner,Country,37,0.655,0.771,-7.13,153.904,0.665,0.0388,293093
Pa' Que Ella Me Sienta,Guelo Star,Reggaeton,26,0.829,0.89,-4.497,93.995,0.703,0.00157,237647
Ikusa,WagakkiBand,Anime,10,0.464,0.979,-1.089,97.971,0.458,0.0276,219707
Toi,Anais Delva,Movie,18,0.845,0.524,-6.532,164.989,0.449,0.885,186614
Crescendo,ODIE,R&B,47,0.827,0.468,-9.009,124.35,0.529,0.867,255711
Warriors,Ky-Mani Marley,Reggae,28,0.428,0.607,-4.677,172.676,0.619,0.167,43840
The Distance,Cake,Indie,65,0.463,0.749,-8.118,183.048,0.888,0.00796,179653
My Flaws Burn Through My Skin Like Demonic Flames from Hell,$uicideBoy$,Hip-Hop,68,0.777,0.737,-7.461,125.992,0.0751,0.00473,167680
Fine China,Future,Rap,85,0.656,0.542,-7.358,166.111,0.551,0.0484,141587
Who,Future,Rap,51,0.846,0.635,-6.549,110.034,0.51,0.0969,192026
Walk This Way (feat. Aerosmith),Run–D.M.C.,Rap,69,0.759,0.578,-12.56,105.598,0.944,0.00796,309760
Dirty Water,Foo Fighters,Alternative,49,0.324,0.631,-8.245,142.684,0.346,0.00365,320880
Summer Shandy,The Front Bottoms,Alternative,40,0.428,0.72,-4.37,180.332,0.701,0.000172,215547
I'm That Type Of Nigga,The Pharcyde,Alternative,47,0.847,0.773,-7.365,102.886,0.473,0.00111,316827
Burden,RKCB,R&B,53,0.607,0.664,-7.302,127.976,0.535,0.305,170868
Spell,Hot Chip,Alternative,51,0.719,0.489,-9.037,122.01,0.762,0.0648,378493
Say My Name,Lil Yachty,Hip-Hop,60,0.798,0.553,-6.296,144.052,0.158,0.102,186680
HeadBand (feat. 2 Chainz) - Coucheron Remix,B.o.B,R&B,47,0.752,0.635,-9.528,104.033,0.639,0.0563,235385
Draw Me Nearer,Joey Alexander,Jazz,54,0.698,0.214,-15.785,121.769,0.172,0.803,282387
Days of Wine and Roses,Bill Evans,Jazz,37,0.449,0.242,-14.081,90.809,0.245,0.95,160213
My Heart Belongs To U,Jodeci,Soul,48,0.635,0.52,-11.376,111.902,0.421,0.26,302893
Jah Can Do It,Dennis Brown,Reggae,0,0.666,0.673,-4.932,169.248,0.53,0.188,238851
"Rusalka, Op. 114, B. 203, Act III: Prelude. Allegro (Live)",Antonín Dvořák,Classical,0,0.171,0.0246,-28.936,126.404,0.0351,0.953,137293
Mahou Taisen,Yasuharu Takanashi,Anime,35,0.435,0.907,-4.372,149.875,0.254,0.00272,100120
Poem,Taproot,Rock,57,0.364,0.912,-2.968,105.368,0.666,0.000104,189200
Should've Learnt My Lesson - Deuce Session / Alternative Acoustic Take / 1971,Rory Gallagher,Blues,43,0.625,0.301,-9.588,96.272,0.554,0.308,184360
BRNT (feat. The EMEFE Horns),Magic City Hippies,Soul,41,0.767,0.856,-5.19,95.997,0.892,0.0707,268439
To the Unknown Man,Vangelis,Soundtrack,48,0.253,0.0393,-17.532,75.144,0.0727,0.983,314547
Farewell No. 2,Shigeru Umebayashi,Anime,18,0.179,0.388,-12.279,119.971,0.0503,0.39,169160
Fastest Girl in Town,Miranda Lambert,Country,51,0.541,0.911,-3.6,145.057,0.563,0.0205,197600
Whirlwind,Rancid,Ska,25,0.437,0.955,-5.205,146.12,0.725,0.000658,135293
Vengeance,Young Wicked,Country,37,0.752,0.478,-8.983,111.048,0.07,0.0129,236983
自由で平等な場所,Yuki Hayashi,Anime,19,0.528,0.722,-11.282,104.95,0.28,0.0182,116587
Codex,Ramin Djawadi,Soundtrack,34,0.099,0.161,-15.948,59.289,0.0534,0.791,214189
Y No Hago Mas Na',El Gran Combo De Puerto Rico,Jazz,51,0.812,0.679,-6.008,90.474,0.852,0.68,301373
Scripts,Chelsea Cutler,Indie,51,0.688,0.528,-6.997,128.511,0.801,0.144,194428
Lowkey,Cosmo's Midnight,Soul,51,0.714,0.592,-10.882,84.98,0.621,0.247,219673
Rock'n Me,Steve Miller Band,Folk,59,0.694,0.578,-11.309,122.446,0.907,0.31,187067
Same Damn Life,Seether,Alternative,52,0.595,0.949,-4.327,117.97,0.772,0.000325,199707
Al Sharpton Sucks,Jim Norton,Comedy,23,0.647,0.915,-3.506,60.359,0.613,0.788,41773
Dancing On Quicksand,Bad Suns,Indie,54,0.648,0.936,-2.834,124.027,0.671,0.00247,225760
Good Cop Bad Cop,Ice Cube,Hip-Hop,57,0.713,0.935,-2.782,91.98,0.878,0.125,207093
Song Of Yesterday,Black Country Communion,Blues,40,0.363,0.714,-8.045,156.045,0.288,0.026,512773
Time After Time,Miles Davis,Jazz,35,0.65,0.215,-18.242,125.993,0.382,0.784,218173
Natalie,HUNNY,Children’s Music,51,0.505,0.922,-3.873,144.02,0.31,0.000275,188194
Big Calm,Morcheeba,Jazz,38,0.549,0.805,-6.779,150.234,0.289,0.0506,360907
Overflow,Slushii,Electronic,38,0.761,0.577,-8.187,132.057,0.571,0.143,178016
Don't Do Me Like That,Tom Petty and the Heartbreakers,Folk,56,0.764,0.664,-7.868,116.107,0.962,0.131,161600
I Spoke Up,Steffany Gretzinger,World,41,0.511,0.068,-17.178,127.425,0.163,0.988,96784
Your Motion Says,Arthur Russell,World,30,0.609,0.611,-10.387,135.371,0.46,0.0474,160333
Chalice In The Palace - 1990 Digital Remaster,U-Roy,Reggae,40,0.664,0.426,-12.234,78.731,0.523,0.0354,209000
Drowning,Mario,Pop,66,0.516,0.484,-5.844,113.134,0.174,0.277,218627
The Television Warranty,John Pinette,Comedy,35,0.569,0.655,-16.312,124.759,0.0732,0.81,551453
Love Faces,Trey Songz,R&B,60,0.654,0.599,-6.699,119.778,0.333,0.0599,243800
Bad At Love - Hook N Sling Remix,Halsey,Dance,54,0.697,0.788,-4.995,117.933,0.323,0.1,171102
Chameleon,Pnau,Children’s Music,49,0.723,0.931,-3.185,119.988,0.206,0.00205,198427
Nothing To Lose But You,Three Days Grace,Alternative,50,0.585,0.811,-5.116,134.084,0.647,8.37e-05,172280
No Sleep Till Brooklyn,Beastie Boys,Children’s Music,65,0.756,0.415,-14.429,96.99,0.68,0.135,246893
Woodland Womp,Kalya Scintilla,World,28,0.751,0.532,-8.377,80.015,0.335,0.0191,362746
Slash Dot Dash,Fatboy Slim,Electronic,21,0.649,0.911,-4.503,220.041,0.936,0.0015,173453
Pirates Of The Caribbean Medley - Live,Hans Zimmer,Soundtrack,48,0.196,0.423,-11.821,96.566,0.146,0.0221,717373
One Night Stand,The Paul Butterfield Blues Band,Blues,37,0.573,0.564,-10.965,90.79,0.702,0.0348,184267
Por Favor - Spanglish Version,Fifth Harmony,Pop,63,0.759,0.76,-5.427,98.029,0.733,0.188,198912
El Reloj,Dragon & Caballero,Reggaeton,47,0.748,0.731,-3.946,139.96,0.739,0.232,242427
Un Amor Como El Nuestro,Salserin,Reggaeton,47,0.672,0.702,-5.795,169.869,0.885,0.571,328520
Put on Your Sunday Clothes,Pearl Bailey,Movie,10,0.441,0.271,-15.86,175.474,0.657,0.775,243773
Touch Me Tease Me,Case,R&B,55,0.655,0.76,-7.771,87.59,0.493,0.296,228867
Only If For A Night,Florence + The Machine,Folk,49,0.506,0.721,-5.974,79.999,0.397,0.0416,298333
Just Perfect,All,Ska,21,0.365,0.916,-7.287,88.912,0.646,0.0168,179827
American Oxygen,X Ambassadors,Alternative,63,0.385,0.482,-6.757,78.495,0.322,0.151,305093
Tell Me Baby,Official HIGE DANdism,Anime,51,0.651,0.812,-3.382,99.996,0.924,0.0209,281953
Midnight Clear (Love Song) - Live,Chris Tomlin,World,27,0.456,0.394,-8.266,143.903,0.222,0.175,265347
Umbrella,Rihanna,Pop,82,0.583,0.829,-4.603,174.028,0.575,0.00864,275987
"Symphony No. 3 in E-Flat Major, Op. 97 (Remastered): II. Scherzo. Sehr mäßig",Robert Schumann,Classical,36,0.148,0.283,-14.84,86.018,0.15,0.962,344653
Montego Bay Spleen,St Germain,Electronic,47,0.705,0.649,-7.742,143.625,0.74,0.375,385677
Finish What We Started,Anti-Flag,Ska,35,0.511,0.972,-2.785,165.02,0.809,0.00379,169427
"Étude No. 2 in A-Flat Major from ""Trois Nouvelles Études""",Frédéric Chopin,Classical,35,0.297,0.06,-26.92,113.755,0.0641,0.994,116080
Sleepwalker - Demo Version,Emily King,Soul,45,0.61,0.196,-16.099,160.015,0.433,0.892,176960
She Was Running,Max Richter,Soundtrack,38,0.338,0.0434,-22.511,132.093,0.0423,0.974,128920
We Got It Right,Old Dominion,Country,48,0.598,0.623,-6.507,163.972,0.439,0.547,195653
Vibrations,Roy Ayers Ubiquity,Jazz,33,0.473,0.616,-9.544,138.061,0.332,0.517,182027
Journey of the Sorcerer - Eagles 2013 Remaster,Eagles,Folk,51,0.373,0.467,-9.748,85.67,0.0662,0.529,397160
Need It All,PU$$EIDXN,Soul,34,0.732,0.449,-10.634,122.073,0.427,0.589,224304
Who Hurt You?,Daniel Caesar,Pop,78,0.649,0.493,-7.645,104.542,0.277,0.586,231964
Angels At Play,Common Rider,Ska,21,0.66,0.906,-6.031,100.109,0.891,0.000198,112813
All That I Know (feat. Hoodie Allen),Moosh & Twist,Indie,48,0.599,0.87,-4.394,80.949,0.611,0.0314,231111
L'elisir d'amore: Una furtiva lagrima,Gaetano Donizetti,Opera,31,0.313,0.159,-20.244,85.865,0.0682,0.967,253000
"A Little Duo, Op. 156",Nikolai Kapustin,Classical,27,0.391,0.0856,-21.122,105.717,0.321,0.979,383373
Portrait of Ned,Rex Orange County,Indie,51,0.626,0.548,-15.547,105.998,0.524,0.794,113208
"Till The End - From ""Me Before You""",Jessie Ware,Soul,51,0.659,0.401,-10.669,72.942,0.541,0.755,180560
"Coppélia, Act III: 20. Fête de la cloche. ""La paix""",Léo Delibes,Opera,5,0.181,0.019,-37.502,112.233,0.0605,0.914,197483
Amazing Grace - Live,Marcel Boungou,Movie,7,0.333,0.676,-6.859,140.721,0.429,0.263,318587
Eight Miles High,The Byrds,Blues,53,0.364,0.768,-10.492,130.602,0.37,0.21,214640
Irukandji,The Supervillains,Ska,18,0.758,0.461,-14.625,150.048,0.822,0.00935,202507
Cheap Pete,Chris Rock,Comedy,19,0.67,0.714,-11.166,78.951,0.909,0.546,172027
Run the Night,Wicked Lady,Blues,30,0.552,0.561,-12.012,76.703,0.724,0.0735,313067
Zoom,DNCE,Dance,51,0.679,0.721,-5.394,125.02,0.658,0.00143,221853
Vasos Vacíos - Remasterizado 2008,Los Fabulosos Cadillacs,Children’s Music,73,0.708,0.672,-5.538,134.635,0.963,0.346,279987
Never Be the Same (feat. Kane Brown),Camila Cabello,Dance,59,0.6,0.671,-4.875,129.782,0.25,0.238,225539
"Stand Proud (feat. Shana Halligan, Tahir Panton & Keznamdi)",Unified Highway,Reggae,37,0.778,0.603,-5.057,73.963,0.719,0.0408,265308
Birthday Boy (feat. Zack Villere),Tobi Lou,R&B,51,0.828,0.387,-12.242,129.997,0.207,0.606,186923
Oh My Love,The Score,Alternative,57,0.561,0.92,-3.357,148.933,0.728,0.0292,218133
Truly Madly Deeply - Recorded at Spotify Studios NYC,Yoke Lore,Soul,69,0.675,0.368,-14.072,106.001,0.176,0.826,190393
Amazing Journey - Remixed Album Version,The Who,Blues,27,0.462,0.686,-9.623,130.876,0.276,0.0426,205067
Hola Beba,Farruko,Reggaeton,56,0.747,0.528,-8.267,86.964,0.603,0.099,216320
Dark Angel - Original,Tribal Seeds,Reggae,28,0.594,0.535,-12.392,148.128,0.332,0.0284,311147
Summer Wine,Nancy Sinatra,Folk,57,0.321,0.664,-5.902,139.235,0.57,0.447,256280
Back To Manhattan,Norah Jones,Folk,54,0.527,0.224,-13.27,91.908,0.178,0.601,247520
Symphony No.4 In E Minor Op.98 : I. Allegro Non Troppo,Leopold Stokowski,Movie,0,0.197,0.103,-18.681,81.728,0.107,0.875,679267
Young Liars,TV On The Radio,Folk,59,0.473,0.691,-7.984,82.118,0.421,0.0312,312280
The Passenger,Juanka,Reggaeton,28,0.745,0.643,-6.079,164.021,0.786,0.242,242995
Pablo's Cruise,The Avalanches,Electronic,30,0.398,0.634,-14.269,95.083,0.106,0.762,52120
Officer,Slightly Stoopid,Reggae,56,0.722,0.868,-4.523,95.021,0.633,0.559,231733
Gang Over Luv,Brent Faiyaz,Indie,63,0.781,0.277,-9.35,163.987,0.302,0.0408,204841
Backend,Don Toliver,Hip-Hop,54,0.871,0.658,-5.74,120.008,0.616,0.141,231409
Penny Lane - Remastered 2009,The Beatles,Rock,59,0.651,0.488,-8.22,113.038,0.49,0.212,180893
"Bizet: Carmen, Act 1: ""L'amour est un oiseau rebelle"" (Habanera) [Carmen, Chorus]",Georges Bizet,Opera,28,0.346,0.0917,-17.813,102.086,0.22,0.975,258160
Jacquard Causeway,Boards of Canada,Electronic,38,0.301,0.539,-11.037,35.551,0.166,0.459,395090
インフルエンサー・イズ・デッド,Wonderful★opportunity!,Anime,20,0.72,0.844,-2.569,143.999,0.786,0.109,262836
Yobanashi Deseive,Jin,Anime,36,0.515,0.977,-2.603,127.813,0.603,0.00767,201426
LIFE is a GAME??,Hello Sleepwalkers,Anime,21,0.46,0.923,-5.708,153.019,0.672,0.000463,246907
Isolated Incidents,Animals As Leaders,Jazz,33,0.509,0.857,-6.622,179.956,0.308,0.00293,227867
Oh Lord,NF,Rap,65,0.626,0.741,-6.874,87.981,0.208,0.416,198253
No More,Disturbed,Alternative,62,0.53,0.988,-2.406,101.28,0.521,0.000285,232640
TABOO | TA13OO,Denzel Curry,Hip-Hop,64,0.441,0.594,-8.271,139.28,0.491,0.269,197440
Riot,Hugh Masekela,World,39,0.406,0.643,-9.258,198.92,0.903,0.748,120413
サングラス,Hikaru Utada,Anime,25,0.711,0.582,-5.748,93.037,0.827,0.0658,286827
A Little Memory,Josh Thompson,Country,51,0.576,0.75,-5.236,156.409,0.805,0.256,186520
End,Frank Ocean,R&B,54,0.565,0.296,-17.937,120.086,0.33,0.396,134600
Toco y Me Voy,Bersuit Vergarabat,Ska,57,0.618,0.653,-5.622,89.892,0.481,0.32,249933
Whole World (feat. Kash Doll),Young Dolph,Hip-Hop,48,0.869,0.577,-5.334,139.557,0.311,0.374,235573
Crash and Burn,Thomas Rhett,Country,65,0.693,0.789,-5.161,130.025,0.795,0.0768,190733
RIP to the Parking Lot (feat. Boosie Badazz),T-Pain,Hip-Hop,57,0.769,0.558,-6.526,179.993,0.771,0.0227,242250
Benjo Sandal Dance,MAXIMUM THE HORMONE,Anime,29,0.392,0.986,-1.932,140.684,0.496,0.00453,243973
Leaves (Reboot),Charlie Burg,Soul,41,0.83,0.374,-10.335,131.961,0.458,0.117,174091
Unchained Melody,Norah Jones,Folk,55,0.422,0.262,-12.404,102.48,0.201,0.887,172773
Monster,Skillet,Alternative,71,0.64,0.957,-2.336,134.992,0.692,0.0431,178013
Me and My Kind,Cody Johnson,Rock,62,0.588,0.807,-3.426,110.014,0.674,0.0835,156200
Open with Rev. Ford,Martin Lawrence,Comedy,15,0.575,0.299,-11.307,142.727,0.569,0.929,254867
Flame,Tinashe,Dance,52,0.631,0.845,-3.143,81.995,0.53,0.0577,186463
Yako Ressha Nothing to Lose,Aimer,Anime,35,0.528,0.804,-4.037,111.03,0.261,0.165,303320
No Discussion,Comethazine,Hip-Hop,57,0.888,0.621,-3.089,143.948,0.458,0.597,173674
Stressin,Arin Ray,Soul,43,0.728,0.628,-9.898,150.082,0.33,0.386,180767
The Terminal,Pendulum,Electronic,38,0.382,0.993,-4.718,173.974,0.284,2.55e-05,342733
Chinese Restaurant - Remastered,Richard Pryor,Comedy,18,0.503,0.697,-13.665,101.664,0.2,0.801,77507
The Sky Is Crying,Etta James,Blues,35,0.581,0.169,-11.993,127.114,0.253,0.842,240133
Unconditional Love - Audiotree Live Version,The Flatliners,Ska,21,0.455,0.643,-5.876,77.32,0.135,0.000292,232614
At Once,Beirut,Folk,48,0.557,0.425,-8.884,116.621,0.549,0.642,126800
You've Lost That Lovin' Feelin',The Righteous Brothers,Folk,55,0.39,0.309,-14.12,94.444,0.459,0.504,225227
Gypsy,Tigers Jaw,Alternative,45,0.61,0.7,-7.988,135.021,0.643,0.0536,265239
"Join the Band - Live at Lisner Auditorium, Washington, DC, 8/10/1977",Little Feat,Blues,27,0.288,0.357,-19.985,86.292,0.191,0.192,114293
Easy,Granger Smith,Country,36,0.588,0.604,-6.057,71.953,0.5,0.347,216013
Story To Tell,Darius Rucker,Country,46,0.581,0.792,-5.457,85.025,0.757,0.0264,197187
The Acopapypse,Brian Posehn,Comedy,18,0.664,0.834,-5.432,83.492,0.283,0.91,295013
VS Lumine〜The second form,Capcom Sound Team,Anime,13,0.274,0.842,-6.71,150.125,0.149,0.000104,166853
Alive,Big Daddy Weave,Rock,54,0.516,0.783,-5.569,146.098,0.394,9.41e-05,205667
Reason in Disguise,Ezra Collective,Jazz,57,0.708,0.427,-9.511,90.24,0.619,0.194,222281
Law and Order and Mr. Jerry Orbach,John Mulaney,Comedy,46,0.563,0.789,-6.463,81.958,0.469,0.876,476987
Broke Record,Eric Church,Country,47,0.715,0.601,-7.84,83.012,0.961,0.141,209787
Ttktv,Injury Reserve,Children’s Music,56,0.63,0.449,-8.549,158.861,0.0738,0.814,401933
Brendan's Death Song,Red Hot Chili Peppers,Alternative,55,0.355,0.87,-3.82,114.484,0.184,0.00998,338333
No Fear,Phil Adé,Soul,40,0.76,0.532,-8.094,135.958,0.278,0.187,222274
O Cessate Di Piagarmi (Arr. Voice & Electric Guitar),Alessandro Scarlatti,Opera,35,0.418,0.0568,-16.105,135.659,0.169,0.985,245600
Libre te hara,Zona Ganjah,Reggae,43,0.963,0.542,-6.328,109.949,0.601,0.444,194625
Panic,Caravan Palace,Jazz,39,0.936,0.823,-6.175,124.963,0.913,0.4,245360
Viens Mallika Sous Le Dome Edais From Lakme,Howard Blake,Soundtrack,29,0.154,0.126,-23.892,84.958,0.0527,0.975,236493
